# Tier-1 platform case ledger for the compiled-build CI gates.
#
# This table names the compiled-build behaviour the task acceptance criteria
# require each runner to execute.  `.github/ci/platform-case-gate.sh` enforces
# it against a real `go test -json` stream:
#
#   * every row listing this GOOS in `must_run_on` must be observed PASSING.
#     A rename, a deletion, a `-run` filter matching nothing, a missing
#     interpreter or an unset conformance root all fail here by name instead
#     of quietly shrinking the run.
#   * a skip of a listed case -- or of any of its subtests -- is FATAL unless
#     a row tolerates it on this GOOS.
#   * `.github/ci/ledger-consistency.sh` separately proves, from `go list` on
#     each target GOOS, that every case a row requires is actually compiled
#     into that platform's build, and that no platform where a case IS
#     compiled in is left undeclared.
#
# Columns are TAB separated:
#   package  test  must_run_on  skip_allowed_on  class  behaviour
#
# `test` may name a subtest (`Parent/child`) or use the `Parent/*` form, which
# tolerates a skip of any subtest of `Parent` while still requiring `Parent`
# itself to pass.  `must_run_on` / `skip_allowed_on` take a comma separated
# subset of {linux,darwin,windows}, or `-` for the empty set.
#
# `class` records WHY a tolerated skip is legitimate and is checked against
# the reason text the test actually printed:
#   platform-control  a control rc5-native-control-inventory-v1 defines for
#                     another platform only -- the AC's explicit carve-out
#   host-capability   the runner filesystem cannot create the artefact the
#                     vector needs (symlink, hard link, reparse point, FIFO,
#                     non-UTF-8 name)
#   root-content      the supplied conformance root publishes no such vector
#                     group
#   opt-in            an explicit developer environment variable
#
# A GOOS on which the case's package is excluded by the supplied conformance
# root's own qualification vector (see `.github/ci/suite-plan.sh`) is neither
# required nor an omission: the exclusion is asserted positively by the
# rejection case at the bottom of this file.
#
# package	test	must_run_on	skip_allowed_on	class	behaviour

# ===========================================================================
# Windows DACL / security descriptor
# ===========================================================================
cmd/curator	TestProfilePathOperandDiagnosticsDistinguishAbsenceAndUnreadable/unreadable_module_directory	linux,darwin	windows	platform-control	the unreadable case uses POSIX mode bits; Windows ACL unreadability is not reproducible for the runner account
cmd/curator	TestProfilePathOperandDiagnosticsDistinguishAbsenceAndUnreadable/regular_file	linux,darwin,windows	-	-	a regular file source operand reports profile_source_invalid, never a path-read diagnostic
internal/envprofile	TestLoadMachinePolicyTreatsOnlyAbsentConfigAsDefault/absent_config	linux,darwin,windows	-	-	an absent user configuration alone selects the default machine policy
internal/envprofile	TestLoadMachinePolicyTreatsOnlyAbsentConfigAsDefault/unreadable_config	linux,darwin	windows	platform-control	the unreadable case uses POSIX mode bits; Windows ACL unreadability is not reproducible for the runner account
internal/envprofile	TestLoadMachinePolicyTreatsOnlyAbsentConfigAsDefault/blocked_parent	linux,darwin,windows	-	-	a config path below a regular-file parent is typed unreadable and cannot take the absent-policy fallback
internal/snapshot	TestFrozenSnapshotReadersRefuseBlockedParents	linux,darwin,windows	-	-	local and Git snapshot readers classify blocked store parents as unreadable state
internal/install	TestDraftReplayRefusesUnreadableGitSnapshotCache	linux,darwin,windows	-	-	production install refuses an unreadable Git snapshot cache parent before declared-source replay
internal/install	TestDraftInstallRefusesUnreadableLocalSnapshotCache	linux,darwin,windows	-	-	production install refuses an unreadable local snapshot store parent before path replay

# ===========================================================================
# No-follow: link traversal is refused, never followed
# ===========================================================================
internal/buildcache	TestSweepDoesNotFollowSymlinkedEntries	linux,darwin	-	-	cache sweep refuses to traverse symlinked entries
internal/buildcache	TestSweepDoesNotFollowASymlinkedCacheRoot	linux,darwin	-	-	cache sweep refuses to traverse a symlinked cache root
internal/buildcache	TestRetireEntryRemovesLinksWithoutFollowingThem	linux,darwin	-	-	entry retirement removes links without following them
internal/buildcache	TestUnixRejectsEntrySymlinkAndUnprotectedCacheRoot	linux,darwin	-	-	rejects a symlinked entry and an unprotected cache root
internal/scopes	TestCollectStaysFailSafeOnRedirectedUnixScopes	linux,darwin	-	-	GC stays fail-safe when a unix scope is redirected by a link
internal/buildsource	TestRejectsSpecialFile	linux,darwin	-	-	build source enumeration rejects a non-regular file
internal/gitops	TestArchiveRejectsLinks	linux,darwin,windows	-	-	extraction refuses a tree containing a symlink entry (mode 120000 written through mktree; needs neither `ln` nor host symlinks)
internal/gitops	TestExtractReproducesByteExactVector	linux,darwin,windows	-	-	object-database extraction reproduces the spec byte-exact snapshot vector under core.autocrlf=true and false (environments 1.2)
internal/gitops	TestExtractIgnoresWorkingTreeConversion	linux,darwin,windows	-	-	extraction ignores core.autocrlf/text/export-subst conversion that git archive would apply (fails if extraction reverts to git archive)
internal/gitops	TestExtractRefusesSubmodules	linux,darwin,windows	-	-	extraction refuses a tree containing a gitlink (mode 160000)
internal/gitops	TestExtractPreservesExecutableBit	linux,darwin	windows	platform-control	extraction writes a 100755 blob with the executable bit and a 100644 blob without it; Windows synthesizes permission bits with no execute bit, so the mode claim is asserted on the unix runners
internal/gitops	TestExtractRefusesOversizeBlobWithoutStreaming	linux,darwin,windows	-	-	a 1 MiB blob over a narrowed size bound is refused from the ls-tree -l listing within a 20 s watchdog; cat-file never streams it and nothing is written
internal/gitops	TestExtractRefusesDuplicatePlatformPathBeforeLargeBlob	darwin,windows	linux	host-capability	A.txt/a.txt ahead of an 8 MiB blob is refused before cat-file starts on a case-folding filesystem, within the watchdog; a case-sensitive host has no collision to refuse
internal/gitops	TestPlanWritesRefusesCaseCollisionBeforeStreaming	darwin,windows	linux	host-capability	the planning pre-pass alone refuses A.txt/a.txt on a case-folding destination and removes its probe; a case-sensitive host has no collision to refuse
internal/gitops	TestExtractRefusesEscapeBeforeLargeBlob	linux,darwin,windows	-	-	a `..` entry ahead of an 8 MiB blob is refused before cat-file starts, within the watchdog, with nothing written
internal/gitops	TestExtractRefusesMissingObjectsFromListing	linux,darwin,windows	-	-	a blob the repository cannot read is reported BAD by ls-tree -l and refused from the listing; cat-file never starts
internal/gitops	TestExtractTerminatesCatFileOnMidStreamFramingError	linux,darwin	windows	platform-control	a POSIX git shim answers cat-file with a wrong-object header and 8 MiB queued; the child is killed and drained before Wait, within the watchdog, with nothing written
internal/gitops	TestExtractTerminatesCatFileOnWriteFailure	linux,darwin	windows	host-capability	the first target cannot be opened (read-only parent) while real git has 8 MiB queued; the child is killed and drained before Wait; Windows and root can write through the read-only directory
internal/gitops	TestExtractRemovesWrittenFilesOnMidStreamError	linux,darwin,windows	-	-	a truncated loose object makes cat-file die mid-body after one written file; that file is removed and the caller's pre-existing entries stay intact
internal/gitops	TestExtractRefusesDotGitComponents	linux,darwin,windows	-	-	a `.git` path component in any case is refused like `.`/`..` (git verify_path), while `.gitattributes` and `git/` stay admitted
internal/gitops	TestExtractPreservesNestedExecutableBit	linux,darwin	windows	platform-control	a nested 100755 blob is written with the executable bit and a nested 100644 sibling without it; Windows synthesizes permission bits with no execute bit
internal/gitops	TestExtractRefusesDirectoryComponentFold	darwin,windows	linux	host-capability	Dir/x.txt + dir/y.txt is refused with the duplicate-platform-path diagnostic before cat-file starts on a case-folding filesystem, with nothing written; a case-sensitive host has no collision to refuse
internal/gitops	TestExtractAdmitsDirectoryComponentFoldWhenCaseSensitive	linux	darwin,windows	host-capability	Dir/x.txt + dir/y.txt coexist with exact bytes on a case-sensitive filesystem; a case-folding host refuses the pair instead
internal/gitops	TestExtractRefusesFileDirectoryFold	darwin,windows	linux	host-capability	a regular file folding onto a planned directory (a/x.txt + A, Dir/x.txt + dir) is refused with the duplicate-platform-path diagnostic on a case-folding filesystem, with nothing written; a case-sensitive host has no collision to refuse
internal/gitops	TestExtractRefusesNestedDirectoryComponentFold	darwin,windows	linux	host-capability	A/B/x + a/b/y is refused with the duplicate-platform-path diagnostic before cat-file starts on a case-folding filesystem, with nothing written; a case-sensitive host has no collision to refuse

# ===========================================================================
# Read-only build source
# ===========================================================================
internal/buildsource	TestFrozenTokenRejectsMutation	linux,darwin,windows	-	-	a frozen build source rejects mutation of the source tree
internal/buildsource	TestFrozenTokenRejectsMutation/*	-	linux,darwin,windows	host-capability	a link-dependent subtest may skip where the host forbids symlinks
internal/buildsource	TestFrozenTokenRejectsRootReplacement	linux,darwin,windows	-	-	a frozen build source rejects replacement of its root
internal/buildsource	TestWithValidatedOrdersCallbackAndRejectsMutation	linux,darwin,windows	-	-	validated enumeration is ordered and refuses mutation during the callback
internal/buildsource	TestWithValidatedOrdersCallbackAndRejectsMutation/*	-	linux,darwin,windows	host-capability	a link-dependent subtest may skip where the host forbids symlinks
internal/install	TestDryRunTouchesNothing	linux,darwin,windows	-	-	proves a dry run leaves the source and target trees unwritten
internal/whitelist	TestRuntimeRootsExcludedFromContext	linux,darwin,windows	-	-	proves runtime roots stay outside the copied agent context

# ===========================================================================
# Resource policy -- rc5-native-control-inventory-v1
# ===========================================================================
internal/godriver	TestResourceLimitsStayInsideManagerBounds	darwin,windows	-	-	worker resource limits stay inside the manager's declared bounds
internal/godriver	TestProbeSetGuardMatchesTheInventoryExactly	darwin,windows	-	-	the probed native control set matches rc5-native-control-inventory-v1 exactly
internal/godriver	TestEveryControlSeamFailureRejectsBeforeTheWorkerExecutes	darwin,windows	-	-	every native control seam failure rejects before the worker executes
internal/godriver	TestPerFileSizeLimitIsReallyApplied	darwin	windows	platform-control	per-file-size-limit is a real kernel limit inherited by the compiler; the inventory defines it for macOS only
internal/godriver	TestBuildFailsClosedWhenTheGoChildCannotStart	windows	darwin	platform-control	active-process-count-limit refuses the compiler natively; the inventory defines it for Windows only
internal/godriver	TestWorkerRejectsMissingPrivateJobHandle	windows	-	-	the Windows worker refuses an unbound current-job query before compiler execution
internal/godriver	TestWorkerRejectsForeignPrivateJobHandle	windows	-	-	the Windows worker refuses a matching-limits Job Object that does not contain it

# ===========================================================================
# Executable identity and executable behaviour
# ===========================================================================
internal/godriver	TestExecutableIdentityRejectsSubstitutionAndMutation	darwin,windows	-	-	the toolchain executable identity rejects substitution and mutation

# The manager resolves its own executable to the canonical installed file
# BEFORE the substitution battery above runs, so the launch shape an operator
# used -- a shim link on PATH, a chain of them, a linked install directory, a
# Windows directory junction -- is not itself a fault. That ordering is a
# Windows-only behaviour change (`physicalPath` rather than
# `filepath.EvalSymlinks`, which since Go 1.23 does not follow a junction), so
# the two junction cases below are the only ones that catch a regression of it
# and a runner must be REQUIRED to execute them by name.
#
# The tolerated skip is narrow and classified: creating a file symbolic link on
# Windows needs SeCreateSymbolicLinkPrivilege and creating a junction needs
# `mklink /J` to work, neither of which a hosted runner is obliged to grant.
# Every such skip is recorded in `skips-observed.tsv` against
# `host-capability`, and a skip for any other reason -- or any skip at all on
# darwin, which creates both -- is fatal.
internal/godriver	TestExecutableIdentityResolvesALauncherLink	darwin,windows	windows	host-capability	the manager resolves its own executable through a package-manager launcher link, and every launch shape yields the one installed identity
internal/godriver	TestExecutableIdentityResolvesALauncherLink/*	-	windows	host-capability	a launch-shape subtest may skip only where the Windows host forbids unprivileged symlink creation; the case itself must still pass
internal/godriver	TestExecutableIdentityRejectsSubstitutionThroughALauncherLink	darwin,windows	windows	host-capability	resolving the launch shape does not trust what it reaches: substitution of the installed file still fails closed
internal/godriver	TestExecutableIdentityRejectsSubstitutionThroughALauncherLink/*	-	windows	host-capability	a substitution subtest may skip only where the Windows host forbids unprivileged symlink creation; the case itself must still pass
internal/godriver	TestExecutableIdentityResolvesARealSymlinkedProcessLaunch	darwin,windows	windows	host-capability	a process really started through a launcher link resolves the installed identity, so what os.Executable reports for this platform is observed rather than assumed
internal/godriver	TestBuildAcceptsAManagerStartedThroughALauncherLink	darwin,windows	windows	host-capability	the whole identity handshake completes for a manager whose own path is a launcher link
internal/godriver	TestWorkerProvesTheInstalledIdentityWhenLaunchedThroughALink	darwin,windows	windows	host-capability	a worker process started from a launcher link proves the installed identity back over the protocol
internal/godriver	TestExecutableIdentityResolvesALauncherReachedThroughADirectoryJunction	windows	windows	host-capability	a manager installed under a directory junction resolves instead of being refused as a non-canonical file -- the shape EvalSymlinks alone cannot follow
internal/godriver	TestExecutableIdentityStillRejectsSubstitutionBehindAJunction	windows	windows	host-capability	a retargeted, dangling or hard-linked install behind a junction cannot move a recorded manager identity or pass as it
internal/runtimestore	TestUnixPostInstallShimPropagatesSignal	linux,darwin	-	-	the installed unix shim is executable and propagates signals
internal/shell	TestPosixHookEntersNestedSwitchesAndLeavesProjects	linux,darwin	windows	platform-control	executes the POSIX shell hook end to end
internal/shell	TestPowerShellHookRunsOnEveryPrompt	windows	linux,darwin	platform-control	executes the PowerShell prompt hook end to end
# S6 shell-hook trust gate (TASK-260910-1952mz): the committed SPEC_PIN predates
# vectors/shell-hook-trust.json, so the parent tolerates the root-content skip
# exactly like TestCandidateGoV1SourceAwareContract. A subtest may skip only
# where its interpreter is genuinely absent (no sh/dash/bash/zsh, or no pwsh);
# on Windows Git Bash present means the POSIX subtests must run through it,
# and only a genuinely absent Git Bash is a host-capability skip. The case
# itself must still pass.
internal/shell	TestShellHookTrustVectors	linux,darwin,windows	linux,darwin,windows	root-content	the emitted POSIX and PowerShell hooks satisfy every shell-hook-trust vector case's sourced, diagnostic, and once-per-session warning expectations
internal/shell	TestShellHookTrustVectors/*	-	linux,darwin,windows	host-capability	a vector subtest may skip only where its interpreter is absent from the runner (on Windows, Git Bash absent); Git Bash present means the POSIX subtests must run; the case itself must still pass
internal/envfiles	TestWriteProjectShapesAndSourcing	linux,darwin,windows	-	-	sources the generated env file through a real shell on unix; shape-only on Windows
internal/install	TestEndToEndInstall	linux,darwin,windows	-	-	materialises the executable shim and env files of a full install
internal/adapters	TestSymlinkModeStagesRelativeLinkTargets	linux,darwin,windows	-	-	creates a link (Windows: a reparse point) and asserts its target stays relative

# ===========================================================================
# Audit registry snapshot clock bound
# ===========================================================================
#
# The future-timestamp gate is wall-clock sensitive and its only observed
# failure was on the slowest runner in the matrix (BUG-260906-1bdotx: the
# fixture minted created_at inside the request handler, so a fetch that
# crossed a whole-second boundary served a timestamp ahead of the `now` the
# checker had already sampled). Naming these here makes every runner --
# windows above all -- execute the bound by name instead of leaving it to
# whichever lane happens to be slow enough to notice.
internal/install	TestRegistrySnapshotSurvivesASecondBoundaryDuringFetch	linux,darwin,windows	-	-	a snapshot minted before the run installs even when the fetch crosses a whole-second boundary
internal/install	TestRegistryFutureSnapshotDeniesInstallThroughResolveRegistries	linux,darwin,windows	-	-	a genuinely future-dated snapshot denies the install through the production resolveRegistries path
internal/registry	TestSnapshotFutureBoundIsExactAtEveryConfiguredSkew	linux,darwin,windows	-	-	the future-timestamp bound is exactly the configured skew at three sampled skews — the literal zero the e2e path uses, an arbitrary middle, and the shipped default; the gate is linear in clockSkew, so those three fix the line, and the row claims the sample rather than the unbounded set a config can express
internal/registry	TestSnapshotZeroClockSkewIsLiteral	linux,darwin,windows	-	-	a zero clock skew is literal: no tolerance, not a fallback to the default

# ===========================================================================
# Transaction journal and install atomicity
# ===========================================================================
internal/transaction	TestValidateIndependentTargetNamespacesRejectsOverlappingPaths	linux,darwin,windows	linux,darwin,windows	host-capability	independent target namespaces reject overlapping paths (link-capability guarded)
internal/transaction	TestSaveJournalRejectsNamespaceAliasIntroducedBetweenSaves	linux,darwin,windows	linux,darwin,windows	host-capability	a namespace alias introduced between saves is rejected (link-capability guarded)
internal/transaction	TestRecoverRejectsDecodedTargetNamespacesAliasedWhileStopped	linux,darwin,windows	linux,darwin,windows	host-capability	recovery rejects target namespaces aliased while stopped (link-capability guarded)
internal/install/atomicity	TestFailureAtEveryTargetClassRestoresPriorStateInReverseOrder	linux,darwin,windows	-	-	a failure at every target class restores the prior state in reverse order
internal/install/atomicity	TestStaleAdapterRemovalRollsBackToTheExactPriorEntry	linux,darwin,windows	-	-	a stale adapter removal rolls back to the exact prior entry
internal/install/atomicity	TestAdapterMirrorLinksAreJournaledAndRestoredExactly	linux,darwin,windows	linux,darwin,windows	host-capability	adapter mirror links are journaled and restored exactly (link-capability guarded)

# An owned entry's content is path text in the host's own syntax, so every case
# below states its expectation as the destination the host recorded rather than
# as a POSIX literal.  They are required without tolerance: this runner set can
# create a link on all three platforms -- `internal/adapters
# TestSymlinkModeStagesRelativeLinkTargets` above requires exactly that of it --
# so the link-capability skip these cases carry firing here is a real loss of
# coverage and not a host that cannot express the vector.
internal/transaction	TestCommitAndRollbackRestoreALinkExactly	linux,darwin,windows	-	-	an owned link is replaced and restored with the exact destination the host recorded, across a mode transition
internal/transaction	TestRecoveryFinishesAPreparedLinkTransaction	linux,darwin,windows	-	-	home-scoped recovery finishes an interrupted link commit instead of leaving it half-applied
internal/transaction	TestEntryRemovalRestoresTheExactLink	linux,darwin,windows	-	-	a removal target puts the exact prior link back when a later class fails
internal/transaction	TestEntryTargetsDoNotAliasTheirDestination	linux,darwin,windows	-	-	an owned mirror link and the directory it points at stay independent targets
internal/transaction	TestNamespaceIdentityIsReadOnceWithinOneValidationPass	linux,darwin,windows	-	-	one validation pass reads each declared path's identity once and answers every later pair from that snapshot
internal/transaction	TestWindowsNamespaceIdentityIsCompletedWhenItIsTaken	windows	-	-	the pass snapshot completes the file identity Windows leaves deferred, so no comparison reads the filesystem and an unreadable one fails closed

# ===========================================================================
# Interop / conformance consumer
# ===========================================================================
internal/interop	TestGoldenContextCopy	linux,darwin,windows	-	-	the agent context copied for a skill matches the authoritative golden file list

# ---------------------------------------------------------------------------
# Interop / environments conformance consumer
#
# `internal/interop/environments` declares its four environments vector
# families, plus the two trees and the one expected file those vectors name
# by path, in `.github/ci/root-artifacts.tsv`. That declaration -- not this ledger --
# decides whether the package runs: a root publishing every declared artefact
# SERVES it and every row below must be observed passing, and a root missing
# ANY ONE of them defers the whole package with that artefact named in the
# plan -- fatal under `CI_REQUIRE_FULL_ROOT=1`, where the candidate lane never
# reaches `go test` for it at all.
#
# The committed SPEC_PIN publishes every one of them, so no hosted lane defers
# this package and NONE of these rows tolerates a skip. That is a narrowing,
# not bookkeeping. While they carried `root-unset` on all three platforms the
# tolerance survived on one condition -- that `suite-plan.sh` had deferred the
# package -- and `platform-case-gate.sh` had to consult the class policy to
# refuse it. With the column at `-` there is no condition left to satisfy: a
# skip of any of these cases, for any reason, on any runner, is refused by the
# ledger itself before a class is ever looked up.
#
# The column is `-` and not a reclassification. `root-content` is policy
# `allow` in every lane, so a row carrying it would let a candidate root drop
# a family and still pass green -- the exact hole these rows used to carry.
# The tolerance is gone, not renamed.
# ---------------------------------------------------------------------------
internal/interop/environments	TestConformanceSnapshotAcquisition	linux,darwin,windows	-	-	each snapshot-acquisition case is committed through git with its exact declared bytes and re-extracted by gitops.Extract, and the extracted tree's content hash equals the vector's expected_sha256 -- CRLF, mixed endings and substitution-bait content included
internal/interop/environments	TestConformanceContextVersions	linux,darwin,windows	-	-	pkgversion parses, orders and range-matches every version and range case of vectors/context-versions.json, and rejects every invalid spelling it declares
internal/interop/environments	TestConformanceContextResolution	linux,darwin,windows	-	-	contextresolve.Resolve reproduces every resolution case's selected set and diagnostics, and contextlock's canonical bytes and lock hash reproduce every lock case of vectors/context-versions.json
internal/interop/environments	TestConformanceEnvironmentsHeader	linux,darwin,windows	-	-	contextmaterialize.EmittedOrder and Header reproduce every header case of vectors/environments.json, and the vector's header_type_line equals the one this module writes
internal/interop/environments	TestConformanceEnvironmentsMonolithic	linux,darwin,windows	-	-	every root-context, system-prompt, referenced-form and MCP materialization case matches its published expected/environments file byte for byte, with the declared surface hash, resolved set and env_names union
internal/interop/environments	TestConformanceContextDetectors	linux,darwin,windows	-	-	contextaudit.Detect reproduces every detector case's findings, severities, spans and waiver outcomes, and the detector's pattern class table equals the vector's
internal/interop/environments	TestEveryFamilyThisPackageReadsIsDeclaredInRootArtefacts	linux,darwin,windows	-	-	every artefact a requireFamily call in this package names is declared in .github/ci/root-artifacts.tsv, so a case that starts reading an undeclared family cannot leave that family droppable by a candidate root; the cross-referenced paths and the no-superset direction need a served root and are asserted by TestConformanceEveryPathTheVectorsNameIsDeclared
internal/interop/environments	TestNoCaseHereSkipsForAnythingButTheDeferredRoot	linux,darwin,windows	-	-	the syntax tree of this package reaches exactly one Skip selector, inside suiteRoot; the scan matches the selector and not the receiver, so a renamed binding, a selector chain and a method value are all caught, and the residue it cannot see statically -- reflection, or a helper elsewhere not named Skip* -- is classified behaviourally by platform-case-gate.sh instead
internal/interop/environments	TestNoLedgerRowForThisPackageToleratesASkip	linux,darwin,windows	-	-	every row this ledger carries for the package requires the case on all three platforms and tolerates no skip in either column, and every TestConformance case in the package has such a row
internal/interop/environments	TestNoRootReadHereEscapesTheDeclaredArtefactGuard	linux,darwin,windows	-	-	outside suite_test.go the identifier `root` is only bound, returned, passed to one of the accountable helpers or formatted into a failure message, so a read written the ordinary way goes through rootPath and is checked against the root-artifacts.tsv row as it is read; the scan tracks that identifier, so a case that re-reads the environment variable under another name is outside it and is caught only by failing red on the open()
internal/interop/environments	TestTheRootIsAlwaysBoundToThatOneName	linux,darwin,windows	-	-	every binding of suiteRoot's result is named root, the identifier the guard scan above tracks; a second name would hide every read made through it
internal/interop/environments	TestConformanceEveryPathTheVectorsNameIsDeclared	linux,darwin,windows	-	-	every string the four vectors carry that this root resolves as a path is covered by a declared artefact, and every declared artefact is either a required family or covers such a path, so the cross-referenced part of the declaration is derived from the vectors rather than restated
internal/godriver	TestCandidateGoV1SourceAwareContract	darwin,windows	darwin,windows	root-content	the go-v1 driver honours the source-aware contract published by the supplied root
internal/godriver	TestFingerprintReportsUnreadableDirectoryIdentically	darwin,windows	-	-	a directory the host refuses to list is reported identically by both traversals (unix mode bits, Windows DACL)

# ===========================================================================
# Compiled-build surface -- rc5-native-control-inventory-v1 carve-out
#
# A completed compiled command needs the go-v1 driver, which refuses before any
# worker starts on a platform the inventory defines no record for.  These cases
# therefore run on the two covered platforms and are carved out elsewhere by
# `requireNativeControlInventoryPlatform`, whose reason names the inventory.
#
# The carve-out is asserted, not merely obeyed: the bidirectional case below
# runs on EVERY runner and proves the boundary from whichever side that runner
# is on -- a covered host installs and publishes exactly one protected entry, an
# uncovered host is refused with `build_execution_control_unavailable`,
# publishes nothing, and fails `status --check`.
#
# Linux is the open qualification item (rc.5 qualification vector, until_task
# TASK-260728-1skseh).  When the inventory gains a linux record, the guard stops
# skipping there on its own and only `must_run_on` below needs widening.
# ===========================================================================
cmd/curator	TestCompiledInstallFollowsTheNativeControlInventoryExactly	linux,darwin,windows	-	-	a compiled install succeeds on exactly the platforms rc5-native-control-inventory-v1 covers, and fails closed on the others
cmd/curator	TestCLICompatibleVerifiedProviderOwnsBuildDispatchAndReceipt	darwin,windows	linux	platform-control	the CLI build-dispatch path completes the portable go-v1 seed build before verified-provider dispatch; Linux skips because rc5-native-control-inventory-v1 defines no record for that host
cmd/curator	TestCompiledProjectStatusAndUntrustedRecovery	darwin,windows	linux	platform-control	compiled currentness and untrusted-state repair over one real installation
cmd/curator	TestCompiledProjectRepairsCorruptCompiledState	darwin,windows	linux	platform-control	corrupt compiled-cache repair over one real installation
cmd/curator	TestCompiledProjectRestoresCacheWhenCommitFails	darwin,windows	linux	platform-control	commit rollback restoring the displaced cache over one real installation
cmd/curator	TestStatusReportsATransitivelyResolvedCompiledCommand	darwin,windows	linux	platform-control	project status resolves and classifies a compiled command reached only through a dependency
cmd/curator	TestStatusReportsAnUnusableToolchainPerCompiledCommand	darwin,windows	linux	platform-control	an unusable Go toolchain is reported per compiled command as a warning, and `--check` turns it non-zero
cmd/curator	TestGCRetainsAndReportsReferencedCompiledState	darwin,windows	linux	platform-control	gc neither removes nor reports removing a cache entry a live marker references
cmd/curator	TestGlobalStatusReportsCompiledCurrentnessAndFailsCheck	darwin,windows	linux	platform-control	machine-wide status reports compiled currentness and fails `--check` for every non-current state
cmd/curator	TestGlobalStatusReportsATransitivelyResolvedCompiledCommand	darwin,windows	linux	platform-control	machine-wide status resolves a compiled command no declaration names

# ===========================================================================
# Protocol platform exclusion -- asserted, never merely omitted.
#
# The rc.5 qualification vector marks linux `excluded` (until_task
